,city,lat,lng
1310,La Vina,36.8805022,-120.1104401
1311,Clear Creek,41.7095182,-123.4521971
1312,Richvale,39.4937751,-121.7446978
1313,Daphnedale Park,41.5090589,-120.5449558
1314,Rackerby,39.4396108,-121.3413522
1315,Milford,40.1712892,-120.3724376
1316,Litchfield,40.3826772,-120.3871634
1317,Acampo,38.1746398,-121.2785588
1318,Taylorsville,40.0632855,-120.8399438
1319,Big Creek,37.2049456,-119.2459561
1320,Bear Valley CDP,38.46768,-120.04394
1321,Coffee Creek,41.0890347,-122.708912
1322,Yolo,38.7184542,-121.9059001
1323,Fort Bidwell,41.8604463,-120.1513388
1324,Winterhaven,32.7396688,-114.6351955
1325,Tomales,38.2468075,-122.9063046
1326,Iron Horse,39.7779325,-120.4813175
1327,Rail Road Flat,38.3159475,-120.5058285
1328,Garey,34.8887584,-120.3149008
1329,Wawona,37.5368699,-119.654916
1330,Verdi,37.7691659,-122.468342
1331,Valley Home,37.8288158,-120.9121571
1332,Elk Creek,39.6051574,-122.5391598
1333,Proberta,40.0812154,-122.1705179
1334,Calpine,39.6662911,-120.4396558
1335,Port Costa,38.0448245,-122.184422
1336,Courtland,38.3310231,-121.568566
1337,Dutch Flat,39.206009,-120.8377169
1338,North San Juan,39.369864,-121.1054484
1339,Stevinson,37.3277436,-120.8516178
1340,Fairhaven,40.785126,-124.2028401
1341,Philo,39.0657324,-123.4450093
1342,Chinese Camp,37.8691877,-120.4441392
1343,Farmington,37.926645,-120.9853592
1344,Loma Mar,37.2710032,-122.3081626
1345,Paradise CDP,33.398995,-117.1435091
1346,Edna,35.2038641,-120.6129476
1347,Adin,41.19378,-120.945245
1348,Ruth,40.2695914,-123.3214139
1349,College City,39.0057303,-122.0094129
1350,Sierra Village,38.0718659,-120.1729657
1351,Sisquoc,34.8647019,-120.2915456
1352,Tecopa,35.8465745,-116.2160416
1353,Lodoga,39.3018307,-122.4891522
1354,Tooleville,34.495781,-118.623987
1355,Amador City,38.4193553,-120.824103
1356,Bluewater,34.175793,-114.2613966
1357,Pike,39.4390595,-120.9980079
1358,Downieville,39.5604439,-120.8282177
1359,Mettler,35.0635715,-118.9730582
1360,Alderpoint,40.1760492,-123.6112159
1361,Bieber,41.1212775,-121.1441396
1362,Flournoy,39.920433,-122.4361082
1363,Trinity Center,40.9832011,-122.6997441
1364,Waukena,36.1385621,-119.509567
1365,Nicolaus,38.9032305,-121.5777385
1366,Bear Creek,38.0838094,-121.2427243
1367,Pine Flat,35.8780059,-118.6514771
1368,Montgomery Creek,40.8394,-121.9232738
1369,Tupman,35.2991875,-119.3584044
1370,Casmalia,34.8380355,-120.5312785
1371,Timber Cove,38.5296352,-123.2711192
1372,C-Road,39.7642605,-120.5794283
1373,Hardwick,36.401339,-119.7187441
1374,Cherokee,39.3701706,-121.0430077
1375,Big Bend,39.6982182,-121.4608015
1376,Markleeville,38.6671855,-119.8312823
1377,Myers Flat,40.2662524,-123.8703146
1378,Vernon,34.007135,-118.22525
1379,Hat Creek,40.8304382,-121.5135921
1380,East Shore,40.2367809,-121.0747762
1381,Volta,37.0974438,-120.92603
1382,Topaz,33.7300594,-117.7777432
1383,Sierra City,39.5655468,-120.6359999
1384,Randsburg,35.369361,-117.6598551
1385,Moskowite Corner,38.245519,-119.220018
1386,Snelling,37.5191028,-120.4374151
1387,Johannesburg,35.3732015,-117.6432874
1388,Benbow,40.068479,-123.7844721
1389,Mount Laguna,32.8669744,-116.4188217
1390,McKittrick,35.295416,-119.6296286
1391,Honcut,39.3290561,-121.5338564
1392,Hyampom,40.6173635,-123.4525362
1393,Bradley,35.8628636,-120.8037593
1394,Monmouth,36.5660611,-119.7401376
1395,Spaulding,39.2254543,-120.8002156
1396,Furnace Creek,36.461604,-116.8662033
1397,Paskenta,39.8842864,-122.5469663
1398,Long Barn,38.0929762,-120.1343539
1399,Alpine Village,38.7871755,-119.8027071
1400,Rodriguez Camp,32.606465,-116.61982
1401,Big Lagoon,41.1604014,-124.1336821
1402,Darwin,36.2676855,-117.5918823
1403,Comptche,39.2648954,-123.5911224
1404,Lee Vining,37.9574254,-119.1218156
1405,Mono City,38.0407564,-119.1445949
1406,Tuttle,37.2960525,-120.3787966
1407,Fish Camp,37.4785497,-119.6404311
1408,Crescent Mills,40.1050055,-120.9201187
1409,Carrick,41.4473295,-122.3635124
1410,Stonyford,39.3748343,-122.5453889
1411,Oakville,38.4368549,-122.4022007
1412,Ocotillo,32.7416435,-116.0091838
1413,Round Mountain,40.8013395,-121.9349035
1414,New Pine Creek,41.9926652,-120.2971776
1415,Rutherford,38.458521,-122.422479
1416,Sattley,39.6160137,-120.4271545
1417,Sierraville,39.5896256,-120.3674301
1418,Leggett,39.8657071,-123.7141884
1419,Franklin CDP,33.398995,-117.1435091
1420,Kirkwood,38.690863,-120.054512
1421,Sereno del Mar,36.977621,-121.9011379
1422,Westside,36.4005066,-120.1390355
1423,Paynes Creek,40.312869,-122.018816
1424,Alleghany,39.4696486,-120.8432836
1425,Keddie,40.008354,-120.9644291
1426,Mount Hebron,41.7835515,-122.0078421
1427,Nicasio,38.0615885,-122.6985975
1428,Kingvale,39.3177779,-120.4362611
1429,Phillipsville,40.2090317,-123.785866
1430,Freeport,38.4618527,-121.5016216
1431,Homewood Canyon,35.865042,-117.3702012
1432,Sunny Slopes,37.5669465,-118.6806035
1433,Hornitos,37.5021592,-120.238241
1434,Palo Verde,33.427043,-114.7273957
1435,Coulterville,37.710486,-120.1979658
1436,Bear Valley,37.5688237,-120.1193489
1437,El Rancho,37.36119,-122.0976326
1438,Clio,39.7495505,-120.5650786
1439,Lake City,39.3585058,-120.9416143
1440,Washington,40.0657724,-79.8918436
1441,Gazelle,41.5205565,-122.5208223
1442,Macdoel,41.82588,-122.0054244
1443,Mohawk Vista,39.808471,-120.5916711
1444,Moss Landing,36.8035837,-121.7862712
1445,Indian Falls,40.0593645,-120.9749328
1446,Robinson Mill,33.7318564,-117.7810988
1447,Lake Davis,39.8528905,-120.4657819
1448,Eagleville,39.5793348,-121.096346
1449,Fellows,35.178418,-119.5461198
1450,Cold Springs CDP,39.904429,-120.747841
1451,Whitehawk,39.7204558,-120.5510492
1452,Panorama Heights,33.7810233,-117.7997515
1453,California Hot Springs,35.8802282,-118.6736995
1454,McClenney Tract,35.820022,-118.64625
1455,Soda Springs,39.0240651,-123.315841
1456,Lookout,41.2079441,-121.1552523
1457,Butte Meadows,40.0812707,-121.5510858
1458,Trona,35.7627322,-117.3728346
1459,Volcano,38.4427907,-120.6309635
1460,Pierpoint,36.138244,-118.6283821
1461,Sequoia Crest,33.155281,-117.255692
1462,Edgewood,41.460612,-122.4270856
1463,Nubieber,41.0957214,-121.1830294
1464,Valley Ford,38.3174723,-122.9248904
1465,Creston,35.5188604,-120.5237744
1466,Old Station,40.6751608,-121.4308105
1467,Jenner,38.4496365,-123.1155588
1468,Prattville,40.206388,-121.1590742
1469,Little Valley,40.894314,-121.1774909
1470,Goodyears Bar,39.5400438,-120.8851677
1471,Tennant,41.5837652,-121.9133367
1472,Mabie,39.7935114,-120.5213272
1473,Redcrest,40.4004168,-123.9500421
1474,Aspen Springs,37.5546544,-118.7131817
1475,Drytown,38.4410213,-120.8543816
1476,Salmon Creek,38.350472,-123.0622242
1477,Spring Garden,39.8990085,-120.7885201
1478,Blairsden,39.7753335,-120.6087805
1479,Ponderosa,36.1055013,-118.5281434
1480,Shoshone,35.948652,-116.3124873
1481,Cuyama,34.9352537,-119.6151279
1482,Graniteville,39.4407321,-120.7396623
1483,Buck Meadows,37.8127044,-120.0643518
1484,Keeler,36.482546,-117.8657563
1485,Sugarloaf Village,35.8257925,-118.6354429
1486,Pearsonville,35.8167155,-117.8750455
1487,Cartago,36.3160425,-118.0257585
1488,Strawberry CDP,38.797593,-120.140789
1489,Poso Park,35.8107844,-118.6348103
